GUIDELINES	YEAR	TEST_METHOD	POTENCY	ORGANISM_CODE	ORGANISM_CODE_TYPE	BREAKPOINT_TYPE	HOST	SITE_OF_INFECTION	REFERENCE_TABLE	REFERENCE_SEQUENCE	WHONET_ABX_CODE	WHONET_TEST	R	I	SDD	S	ECV_ECOFF	DATE_ENTERED	DATE_MODIFIED	COMMENTS
EUCAST	2023	DISK	10μg	AEC	GENUS_CODE	Human	Human		Aerococcus		MEM	MEM_ED10	30	-		31		2023-04-05		
EUCAST	2023	MIC		AEC	GENUS_CODE	Human	Human		Aerococcus		CIP	CIP_EM	4			2		2023-04-05		
EUCAST	2023	DISK	5μg	AEC	GENUS_CODE	Human	Human		Aerococcus		CIP	CIP_ED5	20			21		2023-04-05		
EUCAST	2023	MIC		AEC	GENUS_CODE	Human	Human		Aerococcus		LVX	LVX_EM	4			2		2023-04-05		
EUCAST	2023	DISK	10μg	AEC	GENUS_CODE	Human	Human		Aerococcus		NOR	NOR_ED10	16			17		2023-04-05		
EUCAST	2023	MIC		AEC	GENUS_CODE	Human	Human		Aerococcus		VAN	VAN_EM	2			1		2023-04-05		
EUCAST	2023	DISK	5μg	AEC	GENUS_CODE	Human	Human		Aerococcus		VAN	VAN_ED5	15			16		2023-04-05		
EUCAST	2023	MIC		AEC	GENUS_CODE	Human	Human		Aerococcus		NIT	NIT_EM	32			16		2023-04-05		
EUCAST	2023	DISK	100μg	AEC	GENUS_CODE	Human	Human		Aerococcus		NIT	NIT_ED100	15			16		2023-04-05		
EUCAST	2023	MIC		AEC	GENUS_CODE	Human	Human		Aerococcus		RIF	RIF_EM	0.25			0.125		2023-04-05		
EUCAST	2023	DISK	5μg	AEC	GENUS_CODE	Human	Human		Aerococcus		RIF	RIF_ED5	24			25		2023-04-05		
EUCAST	2023	MIC		kki	WHONET_ORG_CODE	Human	Human		Kingella		PEN	PEN_EM	0.06			0.032		2023-04-05		
EUCAST	2023	DISK	1 unit	kki	WHONET_ORG_CODE	Human	Human		Kingella		PEN	PEN_ED1	24			25		2023-04-05		
EUCAST	2023	MIC		kki	WHONET_ORG_CODE	Human	Human		Kingella		AMP	AMP_EM	0.12			0.064		2023-04-05		
EUCAST	2023	MIC		kki	WHONET_ORG_CODE	Human	Human		Kingella		AMX	AMX_EM	0.25			0.125		2023-04-05		
EUCAST	2023	MIC		kki	WHONET_ORG_CODE	Human	Human		Kingella		CTX	CTX_EM	0.25			0.125		2023-04-05		
EUCAST	2023	DISK	5μg	kki	WHONET_ORG_CODE	Human	Human		Kingella		CTX	CTX_ED5	26			27		2023-04-05		
EUCAST	2023	MIC		kki	WHONET_ORG_CODE	Human	Human		Kingella		CRO	CRO_EM	0.12			0.064		2023-04-05		
EUCAST	2023	DISK	30μg	kki	WHONET_ORG_CODE	Human	Human		Kingella		CRO	CRO_ED30	29			30		2023-04-05		
EUCAST	2023	MIC		kki	WHONET_ORG_CODE	Human	Human		Kingella		CXM	CXM_EM	1			0.5		2023-04-05		
EUCAST	2023	DISK	30μg	kki	WHONET_ORG_CODE	Human	Human		Kingella		CXM	CXM_ED30	28			29		2023-04-05		
EUCAST	2023	MIC		kki	WHONET_ORG_CODE	Human	Human		Kingella		MEM	MEM_EM	0.06			0.032		2023-04-05		
EUCAST	2023	DISK	10μg	kki	WHONET_ORG_CODE	Human	Human		Kingella		MEM	MEM_ED10	29			30		2023-04-05		
EUCAST	2023	MIC		kki	WHONET_ORG_CODE	Human	Human		Kingella		CIP	CIP_EM	0.12			0.064		2023-04-05		
EUCAST	2023	DISK	5μg	kki	WHONET_ORG_CODE	Human	Human		Kingella		CIP	CIP_ED5	27			28		2023-04-05		
EUCAST	2023	MIC		kki	WHONET_ORG_CODE	Human	Human		Kingella		LVX	LVX_EM	0.25			0.125		2023-04-05		
EUCAST	2023	DISK	5μg	kki	WHONET_ORG_CODE	Human	Human		Kingella		LVX	LVX_ED5	27			28		2023-04-05		
EUCAST	2023	MIC		kki	WHONET_ORG_CODE	Human	Human		Kingella		AZM	AZM_EM	0.5			0.25		2023-04-05		
EUCAST	2023	MIC		kki	WHONET_ORG_CODE	Human	Human		Kingella		CLR	CLR_EM	1			0.5		2023-04-05		
EUCAST	2023	MIC		kki	WHONET_ORG_CODE	Human	Human		Kingella		ERY	ERY_EM	1			0.5		2023-04-05		
EUCAST	2023	DISK	15μg	kki	WHONET_ORG_CODE	Human	Human		Kingella		ERY	ERY_ED15	19			20		2023-04-05		
EUCAST	2023	MIC		kki	WHONET_ORG_CODE	Human	Human		Kingella		DOX	DOX_EM	1			0.5		2023-04-05		
EUCAST	2023	MIC		kki	WHONET_ORG_CODE	Human	Human		Kingella		TCY	TCY_EM	1			0.5		2023-04-05		
EUCAST	2023	DISK	30μg	kki	WHONET_ORG_CODE	Human	Human		Kingella		TCY	TCY_ED30	27			28		2023-04-05		
EUCAST	2023	MIC		kki	WHONET_ORG_CODE	Human	Human		Kingella		RIF	RIF_EM	1			0.5		2023-04-05		
EUCAST	2023	DISK	5μg	kki	WHONET_ORG_CODE	Human	Human		Kingella		RIF	RIF_ED5	19			20		2023-04-05		
EUCAST	2023	MIC		kki	WHONET_ORG_CODE	Human	Human		Kingella		SXT	SXT_EM	0.5			0.25		2023-04-05		
EUCAST	2023	DISK	1.25μg/23.75μg	kki	WHONET_ORG_CODE	Human	Human		Kingella		SXT	SXT_ED1_2	27			28		2023-04-05		
EUCAST	2023	MIC		Gen	ALL	Human	Human		PK/PD		CZA	CZA_EM	16			8		2023-04-05		
EUCAST	2023	DISK	30μg	slc	WHONET_ORG_CODE	Human	Human	Screen	Staphs		FOX	FOX_ED30						2023-04-05		
EUCAST	2023	DISK	30μg	SCN	SPECIES_GROUP	Human	Human		Staphs		KAN	KAN_ED30	21			22		2023-04-05		
EUCAST	2023	DISK	1 unit	psd	WHONET_ORG_CODE	Human	Human	Screen	Staphs		OXA	OXA_ED1	19	-		20		2023-04-05		
EUCAST	2023	MIC		Gen	ALL	Human	Human		PK/PD		CZT	CZT_EM	8			4		2023-04-05		
EUCAST	2023	MIC		Gen	ALL	Human	Human		PK/PD		DAL	DAL_EM	0.5			0.25		2023-04-05		
EUCAST	2023	MIC		Gen	ALL	Human	Human		PK/PD		ORI	ORI_EM	0.25			0.125		2023-04-05		
EUCAST	2023	DISK	30μg/10μg	pae	WHONET_ORG_CODE	Human	Human		Pseudo		CZT	CZT_ED30	22	-		23		2023-04-05		
EUCAST	2023	DISK	5μg	sc+	WHONET_ORG_CODE	Human	Human	Non-pneumonia	Staphs	83	CPT	CPT_ED5	16			20		2023-04-05		
EUCAST	2023	MIC		sc+	WHONET_ORG_CODE	Human	Human	Non-pneumonia	Staphs	83	CPT	CPT_EM	4			1		2023-04-05		
EUCAST	2023	DISK	30μg	AER	GENUS_CODE	Human	Human		Aeromonas		FEP	FEP_ED30	23	24-26		27		2023-04-05		
EUCAST	2023	DISK	5μg	AER	GENUS_CODE	Human	Human		Aeromonas		CIP	CIP_ED5	23	24-26		27		2023-04-05		
EUCAST	2023	DISK	5μg	AER	GENUS_CODE	Human	Human		Aeromonas		LVX	LVX_ED5	23	24-26		27		2023-04-05		
EUCAST	2023	DISK	1.25μg/23.75μg	AER	GENUS_CODE	Human	Human		Aeromonas		SXT	SXT_ED1_2	15	16-18		19		2023-04-05		
EUCAST	2023	DISK	30µg	AER	GENUS_CODE	Human	Human		Aeromonas		ATM	ATM_ED30	25	26-28		29		2023-04-05		
EUCAST	2023	MIC		AER	GENUS_CODE	Human	Human		Aeromonas		CIP	CIP_EM	1			0.25		2023-04-05		
EUCAST	2023	MIC		AER	GENUS_CODE	Human	Human		Aeromonas		LVX	LVX_EM	2			0.5		2023-04-05		
EUCAST	2023	MIC		AER	GENUS_CODE	Human	Human		Aeromonas		SXT	SXT_EM	8			2		2023-04-05		
EUCAST	2023	DISK	10μg	AER	GENUS_CODE	Human	Human		Aeromonas		CAZ	CAZ_ED10	20	21-23		24		2023-04-05		
EUCAST	2023	MIC	30μg	AER	GENUS_CODE	Human	Human		Aeromonas		ATM	ATM_EM	8			1		2023-04-05		
EUCAST	2023	MIC		AER	GENUS_CODE	Human	Human		Aeromonas		FEP	FEP_EM	8			1		2023-04-05		
EUCAST	2023	MIC		AER	GENUS_CODE	Human	Human		Aeromonas		CAZ	CAZ_EM	8			1		2023-04-05		
EUCAST	2023	DISK	10μg	mmo	WHONET_ORG_CODE	Human	Human		Enterobacteriaceae	26	IPM	IPM_ED10	16	17-49		50		2023-04-05		
EUCAST	2023	MIC		PR-	GENUS_CODE	Human	Human		Enterobacteriaceae	26	IPM	IPM_EM	8			0.0001		2023-04-05	2023-06-27	
EUCAST	2023	DISK	10μg	PR-	GENUS_CODE	Human	Human		Enterobacteriaceae	26	IPM	IPM_ED10	18	19-49		50		2023-04-05		
EUCAST	2023	MIC		PRV	GENUS_CODE	Human	Human		Enterobacteriaceae	26	IPM	IPM_EM	8			0.0001		2023-04-05	2023-06-27	
EUCAST	2023	DISK	10μg	PRV	GENUS_CODE	Human	Human		Enterobacteriaceae	26	IPM	IPM_ED10	18	19-49		50		2023-04-05		
EUCAST	2023	MIC		EBC	FAMILY_CODE	Human	Human		Enterobacterales 	21	MEV	MEV_EM	16			8		2023-04-05		
EUCAST	2023	MIC		eco	WHONET_ORG_CODE	Human	Human		Enterobacteriaceae	21	ERV	ERV_EM	1			0.5		2023-04-05		
EUCAST	2023	MIC		pae	WHONET_ORG_CODE	Human	Human		Pseudo	55	MEV	MEV_EM	16			8		2023-04-05		
EUCAST	2023	MIC		sc+	WHONET_ORG_CODE	Human	Human		Staphs	261	ERV	ERV_EM	0.5			0.25		2023-04-05		
EUCAST	2023	MIC		ENT	GENUS_CODE	Human	Human		Enterococcus	398	ERV	ERV_EM	0.25			0.125		2023-04-05		
EUCAST	2023	MIC		SVI	SPECIES_GROUP	Human	Human		Viridans strept		ERV	ERV_EM	0.25			0.125		2023-04-05		
EUCAST	2023	DISK	2μg	spn	WHONET_ORG_CODE	Human	Human	Non-meningitis	S. pneumoniae	163	AMP	AMP_ED2	18	19-21		22		2023-04-05		
EUCAST	2023	MIC		spn	WHONET_ORG_CODE	Human	Human	Meningitis	S. pneumoniae	163	AMX	AMX_EM	1			0.5		2023-04-05		
EUCAST	2023	MIC		spn	WHONET_ORG_CODE	Human	Human	Oral	S. pneumoniae	163	AMC	AMC_EM	2			0.5		2023-04-05		
EUCAST	2023	MIC		HA-	GENUS_CODE	Human	Human		H. influenzae	218	TZP	TZP_EM	0.5			0.25		2023-04-05		
EUCAST	2023	DISK	2μg/1μg	HA-	GENUS_CODE	Human	Human	Intravenous	H. influenzae	218	AMC	AMC_ED2	14	-		15		2023-04-05		
EUCAST	2023	MIC		cdu	WHONET_ORG_CODE	Human	Human		Candida	23	ITR	ITR_EM	0.12			0.064		2023-04-05		
EUCAST	2023	MIC		cdu	WHONET_ORG_CODE	Human	Human		Candida	5	POS	POS_EM	0.12			0.064		2023-04-05		
EUCAST	2023	MIC		cdu	WHONET_ORG_CODE	Human	Human		Candida	6	VOR	VOR_EM	0.5			0.064		2023-04-05		
EUCAST	2023	MIC		afl	WHONET_ORG_CODE	Human	Human		Aspergillus	27	ITR	ITR_EM	2			1		2023-04-05		
EUCAST	2023	MIC		afu	WHONET_ORG_CODE	Human	Human		Aspergillus	27	ISV	ISV_EM	4			1		2023-04-05		
EUCAST	2023	MIC		afu	WHONET_ORG_CODE	Human	Human		Aspergillus	27	ITR	ITR_EM	2			1		2023-04-05		
EUCAST	2023	MIC		and	WHONET_ORG_CODE	Human	Human		Aspergillus	27	ISV	ISV_EM	0.5			0.25		2023-04-05		
EUCAST	2023	MIC		and	WHONET_ORG_CODE	Human	Human		Aspergillus	27	ITR	ITR_EM	2			1		2023-04-05		
EUCAST	2023	MIC		ate	WHONET_ORG_CODE	Human	Human		Aspergillus	29	ISV	ISV_EM	2			1		2023-04-05		
EUCAST	2023	MIC		ate	WHONET_ORG_CODE	Human	Human		Aspergillus	29	ITR	ITR_EM	2			1		2023-04-05		
EUCAST	2023	MIC		EBC	FAMILY_CODE	Human	Human	Uncomplicated urinary tract infection	Enterobacterales 	21	CZO	CZO_EM	8			0.0001		2023-04-05	2023-06-27	
EUCAST	2023	MIC		EBC	FAMILY_CODE	Human	Human		Enterobacterales 	26	IMR	IMR_EM	4			2		2023-04-05		
EUCAST	2023	MIC		eco	WHONET_ORG_CODE	Human	Human		Enterobacteriaceae	26	DFX	DFX_EM	0.25			0.125		2023-04-05		
EUCAST	2023	DISK	30μg	EBC	FAMILY_CODE	Human	Human	Uncomplicated urinary tract infection	Enterobacterales 	36	AMK	AMK_ED30	17	-		18		2023-04-05		
EUCAST	2023	MIC		EBC	FAMILY_CODE	Human	Human	Uncomplicated urinary tract infection	Enterobacterales 	36	AMK	AMK_EM	16			8		2023-04-05		
EUCAST	2023	DISK	10μg	EBC	FAMILY_CODE	Human	Human	Uncomplicated urinary tract infection	Enterobacterales 	37	GEN	GEN_ED10	16	-		17		2023-04-05		
EUCAST	2023	MIC		EBC	FAMILY_CODE	Human	Human	Uncomplicated urinary tract infection	Enterobacterales 	37	GEN	GEN_EM	4			2		2023-04-05		
EUCAST	2023	DISK	10μg	EBC	FAMILY_CODE	Human	Human	Uncomplicated urinary tract infection	Enterobacterales 	39	TOB	TOB_ED10	15	-		16		2023-04-05		
EUCAST	2023	MIC		EBC	FAMILY_CODE	Human	Human	Uncomplicated urinary tract infection	Enterobacterales 	39	TOB	TOB_EM	4			2		2023-04-05		
EUCAST	2023	DISK	20μg	eco	WHONET_ORG_CODE	Human	Human		Enterobacteriaceae	21	ERV	ERV_ED20	16	-		17		2023-04-05		
EUCAST	2023	DISK	15μg	cdi	WHONET_ORG_CODE	Human	Human		Enterobacteriaceae	40	TGC	TGC_ED15	17	-		18		2023-04-05		
EUCAST	2023	MIC		cdi	WHONET_ORG_CODE	Human	Human		Enterobacteriaceae	40	TGC	TGC_EM	1			0.5		2023-04-05		
EUCAST	2023	MIC		pae	WHONET_ORG_CODE	Human	Human		Pseudo		IMR	IMR_EM	4			2		2023-04-05		
EUCAST	2023	DISK	30μg	PS-	GENUS_CODE	Human	Human	Uncomplicated urinary tract infection	Pseudo	60	AMK	AMK_ED30	14	-		15		2023-04-05		
EUCAST	2023	MIC		PS-	GENUS_CODE	Human	Human	Uncomplicated urinary tract infection	Pseudo	60	AMK	AMK_EM	32			16		2023-04-05		
EUCAST	2023	DISK	10μg	PS-	GENUS_CODE	Human	Human	Uncomplicated urinary tract infection	Pseudo	63	TOB	TOB_ED10	17	-		18		2023-04-05		
EUCAST	2023	MIC		PS-	GENUS_CODE	Human	Human	Uncomplicated urinary tract infection	Pseudo	63	TOB	TOB_EM	4			2		2023-04-05		
EUCAST	2023	MIC		AC-	GENUS_CODE	Human	Human		Acinetobacter spp.	76	IMR	IMR_EM	4			2		2023-04-05		
EUCAST	2023	DISK	30μg	AC-	GENUS_CODE	Human	Human	Uncomplicated urinary tract infection	Acinetobacter spp.	71	AMK	AMK_ED30	18	-		19		2023-04-05		
EUCAST	2023	MIC		AC-	GENUS_CODE	Human	Human	Uncomplicated urinary tract infection	Acinetobacter spp.	71	AMK	AMK_EM	16			8		2023-04-05		
EUCAST	2023	DISK	10μg	AC-	GENUS_CODE	Human	Human	Uncomplicated urinary tract infection	Acinetobacter spp.	72	GEN	GEN_ED10	16	-		17		2023-04-05		
EUCAST	2023	MIC		AC-	GENUS_CODE	Human	Human	Uncomplicated urinary tract infection	Acinetobacter spp.	72	GEN	GEN_EM	8			4		2023-04-05		
EUCAST	2023	DISK	10μg	AC-	GENUS_CODE	Human	Human	Uncomplicated urinary tract infection	Acinetobacter spp.	74	TOB	TOB_ED10	16	-		17		2023-04-05		
EUCAST	2023	MIC		AC-	GENUS_CODE	Human	Human	Uncomplicated urinary tract infection	Acinetobacter spp.	74	TOB	TOB_EM	8			4		2023-04-05		
EUCAST	2023	MIC		sc+	WHONET_ORG_CODE	Human	Human		Staphs	261	DFX	DFX_EM	0.5			0.25		2023-04-05		
EUCAST	2023	DISK	20μg	sc+	WHONET_ORG_CODE	Human	Human		Staphs	261	ERV	ERV_ED20	19	-		20		2023-04-05		
EUCAST	2023	DISK	2μg	STA	GENUS_CODE	Human	Human		Staphs		TZD	TZD_ED2	19	-		20		2023-04-05		
EUCAST	2023	DISK	20μg	efa	WHONET_ORG_CODE	Human	Human		Enterococcus	135	ERV	ERV_ED20	21	-		22		2023-04-05		
EUCAST	2023	MIC		efa	WHONET_ORG_CODE	Human	Human		Enterococcus	135	ERV	ERV_EM	0.25			0.125		2023-04-05		
EUCAST	2023	DISK	20μg	efm	WHONET_ORG_CODE	Human	Human		Enterococcus	135	ERV	ERV_ED20	23	-		24		2023-04-05		
EUCAST	2023	MIC		efm	WHONET_ORG_CODE	Human	Human		Enterococcus	135	ERV	ERV_EM	0.25			0.125		2023-04-05		
EUCAST	2023	DISK	15μg	efa	WHONET_ORG_CODE	Human	Human		Enterococcus	135	TGC	TGC_ED15	19	-		20		2023-04-05		
EUCAST	2023	MIC		efa	WHONET_ORG_CODE	Human	Human		Enterococcus	135	TGC	TGC_EM	0.5			0.25		2023-04-05		
EUCAST	2023	DISK	15μg	efm	WHONET_ORG_CODE	Human	Human		Enterococcus	135	TGC	TGC_ED15	21	-		22		2023-04-05		
EUCAST	2023	MIC		efm	WHONET_ORG_CODE	Human	Human		Enterococcus	135	TGC	TGC_EM	0.5			0.25		2023-04-05		
EUCAST	2023	MIC		STR	GENUS_CODE	Human	Human		Strep A, B, C, G		DFX	DFX_EM	0.06			0.032		2023-04-05		
EUCAST	2023	DISK	2μg	STR	GENUS_CODE	Human	Human		Strep A, B, C, G		TZD	TZD_ED2	17	-		18		2023-04-05		
EUCAST	2023	MIC		SVI	SPECIES_GROUP	Human	Human		Viridans strept		IMR	IMR_EM	4			2		2023-04-05		
EUCAST	2023	MIC		san	WHONET_ORG_CODE	Human	Human		Viridans strept		DFX	DFX_EM	0.06			0.032		2023-04-05		
EUCAST	2023	MIC		sct	WHONET_ORG_CODE	Human	Human		Viridans strept		DFX	DFX_EM	0.06			0.032		2023-04-05		
EUCAST	2023	MIC		sin	WHONET_ORG_CODE	Human	Human		Viridans strept		DFX	DFX_EM	0.06			0.032		2023-04-05		
EUCAST	2023	DISK	20μg	SVI	SPECIES_GROUP	Human	Human		Viridans strept		ERV	ERV_ED20	16	-		17		2023-04-05		
EUCAST	2023	MIC		sct	WHONET_ORG_CODE	Human	Human		Viridans strept		TZD	TZD_EM	1			0.5		2023-04-05		
EUCAST	2023	DISK	2μg	sct	WHONET_ORG_CODE	Human	Human		Viridans strept		TZD	TZD_ED2	17	-		18		2023-04-05		
EUCAST	2023	MIC		san	WHONET_ORG_CODE	Human	Human		Viridans strept		TZD	TZD_EM	1			0.5		2023-04-05		
EUCAST	2023	DISK	2μg	san	WHONET_ORG_CODE	Human	Human		Viridans strept		TZD	TZD_ED2	17	-		18		2023-04-05		
EUCAST	2023	MIC		sin	WHONET_ORG_CODE	Human	Human		Viridans strept		TZD	TZD_EM	1			0.5		2023-04-05		
EUCAST	2023	DISK	2μg	sin	WHONET_ORG_CODE	Human	Human		Viridans strept		TZD	TZD_ED2	17	-		18		2023-04-05		
EUCAST	2023	MIC		HA-	GENUS_CODE	Human	Human	Oral	H. influenzae	217	AMX	AMX_EM	4			0.0001		2023-04-05	2023-06-27	
EUCAST	2023	MIC		HA-	GENUS_CODE	Human	Human	Oral	H. influenzae	218	AMC	AMC_EM	4			0.0001		2023-04-05	2023-06-27	
EUCAST	2023	DISK	2μg/1μg	HA-	GENUS_CODE	Human	Human	Oral	H. influenzae	218	AMC	AMC_ED2	14	15-49		50		2023-04-05		
EUCAST	2023	MIC		HA-	GENUS_CODE	Human	Human	Pneumonia	H. influenzae	218	CZT	CZT_EM	1			0.5		2023-04-05		
EUCAST	2023	MIC		AN+	ANAEROBE+SUBKINGDOM_CODE	Human	Human		Gram-positive anaerobes	312	IMR	IMR_EM	4			2		2023-04-05		
EUCAST	2023	MIC		AN-	ANAEROBE+SUBKINGDOM_CODE	Human	Human		Gram-negative anaerobes	330	IMR	IMR_EM	4			2		2023-04-05		
EUCAST	2023	DISK	30μg	caj	WHONET_ORG_CODE	Human	Human		C. jejuni, C. coli	354	TCY	TCY_ED30	29	-		30		2023-04-05		
EUCAST	2023	MIC		caj	WHONET_ORG_CODE	Human	Human		C. jejuni, C. coli	354	TCY	TCY_EM	4			2		2023-04-05		
EUCAST	2023	DISK	5μg	caj	WHONET_ORG_CODE	Human	Human		C. jejuni, C. coli	354	CIP	CIP_ED5	25	26-49		50		2023-04-05		
EUCAST	2023	MIC		caj	WHONET_ORG_CODE	Human	Human		C. jejuni, C. coli	354	CIP	CIP_EM	1			0.0001		2023-04-05	2023-06-27	
EUCAST	2023	DISK	5μg	cco	WHONET_ORG_CODE	Human	Human		C. jejuni, C. coli	355	CIP	CIP_ED5	25	26-49		50		2023-04-05		
EUCAST	2023	MIC		cco	WHONET_ORG_CODE	Human	Human		C. jejuni, C. coli	355	CIP	CIP_EM	1			0.0001		2023-04-05	2023-06-27	
EUCAST	2023	DISK	30μg	cco	WHONET_ORG_CODE	Human	Human		C. jejuni, C. coli	355	TCY	TCY_ED30	29	-		30		2023-04-05		
EUCAST	2023	MIC		cco	WHONET_ORG_CODE	Human	Human		C. jejuni, C. coli	355	TCY	TCY_EM	4			2		2023-04-05		
EUCAST	2023	MIC		ppm	WHONET_ORG_CODE	Human	Human		B. pseudomallei	355	AMC	AMC_EM	16			0.0001		2023-04-05	2023-06-27	
EUCAST	2023	DISK	20μg/10μg	ppm	WHONET_ORG_CODE	Human	Human		B. pseudomallei	355	AMC	AMC_ED20	21	22-49		50		2023-04-05		
EUCAST	2023	MIC		ppm	WHONET_ORG_CODE	Human	Human		B. pseudomallei	355	CAZ	CAZ_EM	16			0.0001		2023-04-05	2023-06-27	
EUCAST	2023	DISK	10μg	ppm	WHONET_ORG_CODE	Human	Human		B. pseudomallei	355	CAZ	CAZ_ED10	17	18-49		50		2023-04-05		
EUCAST	2023	MIC		ppm	WHONET_ORG_CODE	Human	Human		B. pseudomallei	355	IPM	IPM_EM	4			2		2023-04-05		
EUCAST	2023	DISK	10μg	ppm	WHONET_ORG_CODE	Human	Human		B. pseudomallei	355	IPM	IPM_ED10	28	-		29		2023-04-05		
EUCAST	2023	MIC		ppm	WHONET_ORG_CODE	Human	Human		B. pseudomallei	355	MEM	MEM_EM	4			2		2023-04-05		
EUCAST	2023	DISK	10μg	ppm	WHONET_ORG_CODE	Human	Human		B. pseudomallei	355	MEM	MEM_ED10	23	-		24		2023-04-05		
EUCAST	2023	MIC		ppm	WHONET_ORG_CODE	Human	Human		B. pseudomallei	355	DOX	DOX_EM	4			0.0001		2023-04-05	2023-06-27	
EUCAST	2023	DISK	30μg	ppm	WHONET_ORG_CODE	Human	Human	Screen	B. pseudomallei	355	TCY	TCY_ED30	22	-		23		2023-04-05		
EUCAST	2023	MIC		ppm	WHONET_ORG_CODE	Human	Human		B. pseudomallei	355	CHL	CHL_EM	16			0.0001		2023-04-05	2023-06-27	
EUCAST	2023	DISK	30μg	ppm	WHONET_ORG_CODE	Human	Human		B. pseudomallei	355	CHL	CHL_ED30	21	22-49		50		2023-04-05		
EUCAST	2023	MIC		ppm	WHONET_ORG_CODE	Human	Human		B. pseudomallei	355	SXT	SXT_EM	8			0.0001		2023-04-05	2023-06-27	
EUCAST	2023	DISK	1.25μg/23.75μg	ppm	WHONET_ORG_CODE	Human	Human		B. pseudomallei	355	SXT	SXT_ED1_2	16	17-49		50		2023-04-05		
EUCAST	2023	MIC		mtu	WHONET_ORG_CODE	Human	Human		M. tuberculosis		BDQ	BDQ_EM	0.5			0.25		2023-04-05		
EUCAST	2023	MIC		Gen	ALL	Human	Human		PK/PD		IMR	IMR_EM	4			2		2023-04-05		
EUCAST	2023	DISK	30μg	eco	WHONET_ORG_CODE	Human	Human	Uncomplicated urinary tract infection	Enterobacteriaceae		TEM	TEM_ED30	16	17-49		50		2023-04-05		
EUCAST	2023	MIC		eco	WHONET_ORG_CODE	Human	Human	Uncomplicated urinary tract infection	Enterobacteriaceae		TEM	TEM_EM	32			0.0001		2023-04-05	2023-06-27	
EUCAST	2023	DISK	30μg	cgr	WHONET_ORG_CODE	Human	Human	Uncomplicated urinary tract infection	Enterobacteriaceae		TEM	TEM_ED30	16	17-49		50		2023-04-05		
EUCAST	2023	MIC		cgr	WHONET_ORG_CODE	Human	Human	Uncomplicated urinary tract infection	Enterobacteriaceae		TEM	TEM_EM	32			0.0001		2023-04-05	2023-06-27	
EUCAST	2023	DISK	30μg	kox	WHONET_ORG_CODE	Human	Human	Uncomplicated urinary tract infection	Enterobacteriaceae		TEM	TEM_ED30	16	17-49		50		2023-04-05		
EUCAST	2023	MIC		kox	WHONET_ORG_CODE	Human	Human	Uncomplicated urinary tract infection	Enterobacteriaceae		TEM	TEM_EM	32			0.0001		2023-04-05	2023-06-27	
EUCAST	2023	DISK	30μg	koz	WHONET_ORG_CODE	Human	Human	Uncomplicated urinary tract infection	Enterobacteriaceae		TEM	TEM_ED30	16	17-49		50		2023-04-05		
EUCAST	2023	MIC		koz	WHONET_ORG_CODE	Human	Human	Uncomplicated urinary tract infection	Enterobacteriaceae		TEM	TEM_EM	32			0.0001		2023-04-05	2023-06-27	
EUCAST	2023	DISK	30μg	kpn	WHONET_ORG_CODE	Human	Human	Uncomplicated urinary tract infection	Enterobacteriaceae		TEM	TEM_ED30	16	17-49		50		2023-04-05		
EUCAST	2023	MIC		kpn	WHONET_ORG_CODE	Human	Human	Uncomplicated urinary tract infection	Enterobacteriaceae		TEM	TEM_EM	32			0.0001		2023-04-05	2023-06-27	
EUCAST	2023	DISK	30μg	krn	WHONET_ORG_CODE	Human	Human	Uncomplicated urinary tract infection	Enterobacteriaceae		TEM	TEM_ED30	16	17-49		50		2023-04-05		
EUCAST	2023	MIC		krn	WHONET_ORG_CODE	Human	Human	Uncomplicated urinary tract infection	Enterobacteriaceae		TEM	TEM_EM	32			0.0001		2023-04-05	2023-06-27	
EUCAST	2023	DISK	30μg	kl-	WHONET_ORG_CODE	Human	Human	Uncomplicated urinary tract infection	Enterobacteriaceae		TEM	TEM_ED30	16	17-49		50		2023-04-05		
EUCAST	2023	MIC		kl-	WHONET_ORG_CODE	Human	Human	Uncomplicated urinary tract infection	Enterobacteriaceae		TEM	TEM_EM	32			0.0001		2023-04-05	2023-06-27	
EUCAST	2023	DISK	30μg	kvi	WHONET_ORG_CODE	Human	Human	Uncomplicated urinary tract infection	Enterobacteriaceae		TEM	TEM_ED30	16	17-49		50		2023-04-05		
EUCAST	2023	MIC		kvi	WHONET_ORG_CODE	Human	Human	Uncomplicated urinary tract infection	Enterobacteriaceae		TEM	TEM_EM	32			0.0001		2023-04-05	2023-06-27	
EUCAST	2023	DISK	30μg	kqp	WHONET_ORG_CODE	Human	Human	Uncomplicated urinary tract infection	Enterobacteriaceae		TEM	TEM_ED30	16	17-49		50		2023-04-05		
EUCAST	2023	MIC		kqp	WHONET_ORG_CODE	Human	Human	Uncomplicated urinary tract infection	Enterobacteriaceae		TEM	TEM_EM	32			0.0001		2023-04-05	2023-06-27	
EUCAST	2023	DISK	30μg	pmi	WHONET_ORG_CODE	Human	Human	Uncomplicated urinary tract infection	Enterobacteriaceae		TEM	TEM_ED30	16	17-49		50		2023-04-05		
EUCAST	2023	MIC		pmi	WHONET_ORG_CODE	Human	Human	Uncomplicated urinary tract infection	Enterobacteriaceae		TEM	TEM_EM	32			0.0001		2023-04-05	2023-06-27	
